frase,risco_churn
O módulo de vendas não atende mais o volume que temos hoje.,1
O sistema Protheus se mostrou estável mesmo em períodos de pico ao longo do ano.,0
O time de suporte interno quer expandir o uso de o módulo de RH para outros setores.,0
O time de logística conseguiu automatizar processos importantes com o módulo financeiro.,0
A experiência com o sistema de gestão tem sido muito positiva no último trimestre.,0
O time de logística elogiou o desempenho de a plataforma Fluig esse mês.,0
O módulo de RM tem atendido bem nossas necessidades esse mês.,0
O time financeiro quer expandir o uso de o módulo fiscal para outros setores.,0
A equipe de projetos está avaliando trocar o módulo de vendas por outra solução.,1
O time de logística quer expandir o uso de o módulo de compras para outros setores.,0
O custo de o ERP aumentou e nossa equipe está reconsiderando o contrato.,1
Nossa equipe está muito satisfeita com a plataforma essa semana.,0
Nossa equipe está muito satisfeita com o sistema ao longo do ano.,0
O setor de RH reclamou da demora do suporte sobre o módulo de RH desde a última atualização.,1
O módulo financeiro se mostrou estável mesmo em períodos de pico no último trimestre.,0
Nossa gerência conseguiu automatizar processos importantes com o módulo de vendas.,0
A equipe comercial está frustrada com a complexidade de a plataforma.,1
O módulo de vendas tem atendido bem nossas necessidades no último trimestre.,0
O módulo financeiro apresentou lentidão constante recentemente.,1
Nossa equipe quer expandir o uso de a plataforma para outros setores.,0
O módulo de RM tem atendido bem nossas necessidades nos últimos dias.,0
Não tivemos nenhum problema com o módulo de RM recentemente.,0
O custo da licença aumentou muito e estamos reconsiderando.,1
O time financeiro está avaliando trocar o módulo de RM por outra solução.,1
A diretoria elogiou o desempenho de o sistema Protheus nos últimos meses.,0
Vamos manter o mesmo plano para o próximo ano.,0
Nossa gerência está frustrada com a complexidade de a plataforma Fluig.,1
O time de suporte interno recomendaria o sistema Protheus para outras empresas.,0
Não recebemos retorno do chamado sobre a plataforma recentemente.,1
A diretoria reclamou da demora do suporte sobre o sistema ao longo do ano.,1
A solução da TOTVS apresentou lentidão constante nos últimos meses.,1
Nossa gerência reclamou da demora do suporte sobre o módulo fiscal nos últimos meses.,1
A plataforma Fluig apresentou instabilidade há duas semanas.,1
O time de suporte interno conseguiu automatizar processos importantes com a plataforma Fluig.,0
A diretoria está muito satisfeita com o sistema Protheus nas últimas reuniões.,0
A diretoria elogiou o desempenho de o módulo de compras esse mês.,0
O custo de o módulo de RM aumentou e o time de suporte interno está reconsiderando o contrato.,1
O setor de RH está avaliando trocar a plataforma Fluig por outra solução.,1
A equipe comercial está muito satisfeita com o módulo de RM nas últimas reuniões.,0
O setor de RH elogiou o desempenho de o sistema de gestão nas últimas reuniões.,0
Nossa equipe questiona se vale a pena continuar pagando por o sistema Protheus.,1
O time de suporte interno elogiou o desempenho de o módulo de estoque no último trimestre.,0
A experiência com o ERP tem sido muito positiva ao longo do ano.,0
Tivemos perda de dados usando o módulo de RM esse mês.,1
A solução da TOTVS se mostrou estável mesmo em períodos de pico recentemente.,0
A plataforma se mostrou estável mesmo em períodos de pico nos últimos dias.,0
Nosso time de TI reclamou da demora do suporte sobre o sistema de gestão nos últimos dias.,1
Não recebemos retorno do chamado sobre o sistema nas últimas reuniões.,1
Nossa equipe quer expandir o uso de o módulo de compras para outros setores.,0
Nosso time de TI conseguiu automatizar processos importantes com o sistema Protheus.,0
Nossa equipe está muito satisfeita com o módulo de estoque nos últimos meses.,0
O custo de a plataforma Fluig aumentou e a equipe de projetos está reconsiderando o contrato.,1
O time financeiro elogiou o desempenho de a plataforma Fluig no último trimestre.,0
A equipe de compras está avaliando trocar o módulo de compras por outra solução.,1
Nossa gerência elogiou o desempenho de a solução da TOTVS nos últimos meses.,0
A equipe de projetos está animada com os novos recursos de o módulo de RM.,0
O módulo de estoque tem atendido bem nossas necessidades nas últimas reuniões.,0
A equipe de operações está insatisfeita com o módulo de RM desde a última atualização.,1
Não tivemos nenhum problema com o ERP nos últimos meses.,0
Tivemos perda de dados usando o sistema Protheus há duas semanas.,1
A equipe comercial elogiou o desempenho de o módulo de vendas nas últimas reuniões.,0
O time de logística elogiou o desempenho de o sistema nos últimos dias.,0
A experiência com o módulo de RM tem sido muito positiva no último trimestre.,0
A equipe de operações está frustrada com a complexidade de o módulo de RH.,1
A experiência com a plataforma Fluig tem sido muito positiva essa semana.,0
O time financeiro elogiou o desempenho de a solução da TOTVS há duas semanas.,0
A diretoria está muito satisfeita com o módulo de estoque no último trimestre.,0
Nossa gerência está animada com os novos recursos de o módulo financeiro.,0
O time de suporte interno recomendaria o módulo de vendas para outras empresas.,0
A diretoria está avaliando trocar a plataforma Fluig por outra solução.,1
O time financeiro está muito satisfeita com o módulo de vendas essa semana.,0
O time de suporte interno elogiou o desempenho de o módulo financeiro nos últimos meses.,0
O suporte resolveu rapidamente nosso chamado sobre o sistema.,0
A diretoria recomendaria o sistema para outras empresas.,0
O time financeiro está muito satisfeita com a plataforma nos últimos meses.,0
A equipe de compras está animada com os novos recursos de a solução da TOTVS.,0
Tivemos perda de dados usando o sistema de gestão nas últimas reuniões.,1
O setor de RH reclamou da demora do suporte sobre o módulo de estoque ao longo do ano.,1
Tivemos perda de dados usando o módulo financeiro esse mês.,1
A solução da TOTVS se mostrou estável mesmo em períodos de pico nos últimos dias.,0
Nosso time de TI reclamou da demora do suporte sobre a plataforma Fluig essa semana.,1
O time de suporte interno está muito satisfeita com o ERP há duas semanas.,0
A equipe de projetos recomendaria o módulo de RM para outras empresas.,0
O módulo de compras apresentou instabilidade esse mês.,1
Não tivemos nenhum problema com o módulo de estoque ao longo do ano.,0
A equipe comercial quer expandir o uso de o sistema para outros setores.,0
Queremos agendar um treinamento adicional para os novos colaboradores.,0
Nosso time de TI quer expandir o uso de o sistema de gestão para outros setores.,0
Nossa equipe está insatisfeita com o módulo de estoque essa semana.,1
Nossa gerência está muito satisfeita com o sistema Protheus nas últimas reuniões.,0
A equipe comercial recomendaria o módulo financeiro para outras empresas.,0
O sistema apresentou instabilidade há duas semanas.,1
O setor de RH está insatisfeita com o módulo de compras esse mês.,1
A experiência com a plataforma Fluig tem sido muito positiva recentemente.,0
Nossa equipe elogiou o desempenho de o sistema Protheus há duas semanas.,0
Nossa equipe recomendaria o módulo de estoque para outras empresas.,0
O time de logística está animada com os novos recursos de o módulo de compras.,0
O módulo de RH apresentou instabilidade nas últimas reuniões.,1
O módulo de RH apresentou instabilidade ao longo do ano.,1
A diretoria elogiou o desempenho de o módulo de compras ao longo do ano.,0
O módulo de vendas apresentou instabilidade essa semana.,1
A equipe comercial elogiou o desempenho de a plataforma recentemente.,0
A equipe de projetos está frustrada com a complexidade de o módulo de compras.,1
O time financeiro está frustrada com a complexidade de o sistema Protheus.,1
A experiência com o módulo financeiro tem sido muito positiva no último trimestre.,0
A experiência com o sistema tem sido muito positiva desde a última atualização.,0
Tivemos perda de dados usando o ERP nas últimas reuniões.,1
O time financeiro conseguiu automatizar processos importantes com o sistema.,0
A diretoria quer expandir o uso de a plataforma Fluig para outros setores.,0
O setor de RH está muito satisfeita com o módulo de vendas há duas semanas.,0
Nossa gerência elogiou o desempenho de o sistema de gestão esse mês.,0
Nossa gerência elogiou o desempenho de o sistema de gestão desde a última atualização.,0
A equipe comercial está insatisfeita com o módulo de compras recentemente.,1
O sistema de gestão apresentou lentidão constante nos últimos meses.,1
Não recebemos retorno do chamado sobre o módulo fiscal ao longo do ano.,1
A equipe de operações está animada com os novos recursos de o sistema.,0
O time de logística está muito satisfeita com a plataforma recentemente.,0
A solução da TOTVS se mostrou estável mesmo em períodos de pico nos últimos meses.,0
A equipe de projetos está frustrada com a complexidade de a plataforma Fluig.,1
A equipe de projetos está animada com os novos recursos de o módulo fiscal.,0
A equipe de projetos está avaliando trocar o módulo de estoque por outra solução.,1
O módulo de vendas apresentou lentidão constante esse mês.,1
O custo de o módulo de estoque aumentou e a equipe de compras está reconsiderando o contrato.,1
Não recebemos retorno do chamado sobre o sistema Protheus desde a última atualização.,1
A equipe de operações elogiou o desempenho de o sistema Protheus essa semana.,0
Nosso time de TI elogiou o desempenho de o módulo de RM nos últimos dias.,0
O setor de RH elogiou o desempenho de a plataforma Fluig desde a última atualização.,0
A equipe de compras questiona se vale a pena continuar pagando por o módulo de compras.,1
Não tivemos nenhum problema com o ERP há duas semanas.,0
O ERP tem atendido bem nossas necessidades desde a última atualização.,0
O time de logística quer expandir o uso de a plataforma para outros setores.,0
A equipe de projetos quer expandir o uso de o sistema Protheus para outros setores.,0
A experiência com o módulo de estoque tem sido muito positiva esse mês.,0
O time de suporte interno está insatisfeita com o ERP no último trimestre.,1
